f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;f17;f18;f19;f20;f21;f22;f23;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f35;f36;f37;f38;f39;f40;f41;f42;f43;f44;f45;f46;f47;f48;f49;f50;f51;f52;f53;f54;f55;f56;f57;label
59.57;50.83;56.11;41.85;50.32;53.64;53.47;31.75;56.99;53.36;39.3;48.02;60.75;19.8;46.11;46.35;67.77;37.93;63.4;60.71;57.79;54.22;58.26;61.74;32.11;70.01;76.44;49.66;67.63;20.59;29.96;48.18;52.58;25.67;40.08;30.26;36.81;24.57;57.09;29.74;52.85;45.29;23.22;34.09;37.4;27.62;25.13;15.74;38.42;44.77;38.37;49.23;29.33;26.51;39.45;27.29;26.21;1
33.3;7.45;30.06;15.83;25.95;42.3;36.48;28.92;22.25;25.7;26.59;26.12;35.14;20.52;14.36;15.04;32.51;23.96;39.05;20.56;32.06;30.98;28.75;24.94;33.51;45.22;20.83;46.45;20.37;26.03;49.86;14.3;30.96;20.17;27.95;28.98;36.17;44.9;53.73;29.58;45.03;21.45;44.41;48.49;24.68;27.63;37.69;17.23;36.61;15.37;35.2;31.71;12.8;14.47;37.19;16.87;51.54;0
35.28;36.47;29.64;15.96;20.55;5.85;43.85;9.11;33.87;19.53;27.64;19.55;37.71;23.09;26.04;9.26;37.66;33.27;35.16;25.83;30.66;20.47;17.29;17.91;33.49;26.7;19.74;31.29;30.64;23.17;67.86;42.1;21.52;18.77;14.43;41.28;42.64;28.38;51.49;22.47;32.74;40.02;2.58;40.07;47.17;42.12;32.84;30.69;42.07;34.25;40.36;55.22;32.85;23.95;46.39;23.32;40.74;0
29.84;10.13;15.75;24.29;13.63;11.07;49.61;21.44;28.8;22.77;30.07;32.55;44.73;24.95;33.98;16.53;29.06;35.09;18.23;34.8;44.68;21.86;6.57;23.61;16.4;30.37;21.25;40.69;47.52;33.36;40.89;22.04;39.05;45.2;44.22;34.96;38.17;27.39;58.01;41.64;11.28;20.01;33.31;35.75;33.94;24.22;10.77;34.18;42.98;22.73;30.22;36.41;24.77;30.15;39.31;26.96;42.69;0
35.39;19.32;28.89;33.41;34.07;9.88;31.27;21.08;28.95;29.16;28.41;52.78;37.49;11.36;12.15;18.72;29.7;26.24;47.33;23.85;11.88;38.56;9.41;20.48;12.8;43.21;17.52;33.78;22.49;30.37;42.58;31.09;33.99;36.73;6.09;40.23;28.5;24.85;65.57;50.85;23.45;33.46;14.53;40.76;2.67;49.05;33.54;17.93;43.07;31.9;39.02;44.31;40.55;23.01;55.33;34.19;34.57;0
63.37;40.41;53.49;56.31;50.96;55.47;51.64;30.71;40.23;34.42;25.27;54.02;67.69;42.84;31.23;64.17;79.65;40.78;62.3;37.13;57.81;67.41;43.17;45.8;50.5;67.83;75.78;69.25;72.31;25.54;41.11;37.16;35.71;45.96;26.27;43.0;38.94;22.51;21.11;22.33;36.48;31.67;39.39;39.52;46.66;46.69;24.05;23.08;31.14;33.84;48.23;52.4;17.42;31.67;41.11;25.26;49.7;1
33.31;11.09;39.02;38.11;28.1;22.73;21.97;3.07;43.42;23.12;35.32;25.69;51.67;34.64;33.02;18.62;43.48;25.67;33.51;39.24;25.61;26.36;18.58;27.05;4.01;29.03;16.92;32.47;21.45;32.36;35.53;4.91;32.08;67.04;45.9;31.46;44.42;36.79;46.13;32.92;22.73;33.23;54.55;36.27;32.26;30.47;26.88;40.35;53.95;42.56;33.4;41.59;17.03;29.39;33.9;17.84;22.87;0
38.93;39.55;32.43;46.05;11.33;16.32;33.46;4.03;35.04;13.61;14.46;44.38;27.5;30.24;21.71;15.97;47.62;23.32;38.75;33.83;18.89;18.37;16.49;30.62;15.47;26.09;12.38;32.2;33.5;33.37;36.79;2.48;30.9;21.23;37.4;28.53;38.94;40.47;32.18;37.01;39.98;40.08;27.65;34.98;31.66;41.86;29.76;41.43;56.75;29.94;29.8;23.27;42.87;18.0;33.71;33.73;46.46;0
55.83;55.95;59.56;50.79;48.65;58.76;53.09;24.38;36.16;22.41;46.52;59.35;86.95;57.87;33.27;39.92;53.29;48.97;71.73;54.7;63.59;50.41;59.42;53.65;46.59;63.37;48.44;51.31;73.75;66.83;50.16;15.12;41.92;53.0;23.14;17.76;37.22;31.83;25.89;34.5;34.7;46.69;27.25;40.95;38.0;25.28;27.37;37.11;61.53;52.48;31.31;34.31;29.09;16.74;44.38;14.44;29.49;1
56.07;54.21;63.53;58.62;35.06;47.72;75.07;48.22;48.63;38.98;27.25;28.19;56.5;31.32;53.43;56.92;61.52;24.35;55.03;49.13;50.96;61.4;40.23;44.79;46.04;71.41;34.26;45.32;75.6;55.78;48.03;47.12;18.87;49.69;41.38;24.9;25.87;35.81;39.78;33.51;48.13;27.1;24.79;32.43;51.38;28.36;21.21;11.25;47.81;6.99;30.36;40.2;37.05;28.76;39.65;28.72;19.53;1
32.77;18.05;35.45;56.64;27.57;29.97;30.02;16.05;35.77;24.81;46.77;20.81;32.97;34.49;23.24;22.56;31.95;26.85;29.65;28.5;27.62;15.2;34.25;25.37;34.21;22.6;12.11;35.1;33.57;23.31;44.05;21.15;40.7;46.88;31.6;30.25;42.15;31.35;10.33;30.11;35.32;44.34;46.9;40.23;29.86;15.56;26.44;35.62;33.92;5.79;39.91;37.36;44.35;19.58;33.69;41.7;59.41;0
40.94;29.72;44.68;15.17;34.91;32.08;21.53;18.66;17.46;15.84;31.0;24.38;35.61;45.28;32.34;21.53;36.37;29.59;30.65;29.2;9.37;0.0;0.0;32.07;25.88;24.23;22.94;23.6;23.93;16.18;29.72;39.3;20.87;39.81;50.4;21.32;31.67;30.11;50.95;30.2;32.85;29.57;24.6;43.67;45.32;33.68;17.74;16.55;46.33;25.53;36.34;34.32;58.18;31.04;48.6;24.28;26.7;0
50.29;40.86;57.44;60.92;67.12;38.01;44.49;36.11;58.43;63.81;56.71;46.29;70.84;55.22;46.1;49.94;62.89;61.77;58.06;61.26;79.88;48.93;46.11;95.42;43.06;55.82;60.86;77.21;53.48;39.18;24.68;27.27;35.29;29.66;2.34;36.16;43.59;27.46;28.04;28.2;31.12;46.88;39.58;36.24;5.54;43.52;16.77;18.29;37.13;20.03;33.91;45.55;21.25;25.57;45.75;33.18;60.65;1
72.0;33.37;59.87;57.16;63.44;60.51;44.82;30.63;44.31;47.85;42.99;69.86;43.76;24.88;46.26;48.05;56.64;60.64;60.85;54.35;25.32;55.93;34.62;43.2;43.15;63.85;60.15;72.59;81.55;38.61;41.81;23.13;46.83;33.29;51.99;32.55;39.31;22.86;33.08;39.93;33.42;27.28;22.07;31.17;55.59;33.13;30.17;23.58;50.1;50.6;49.21;35.03;52.32;26.52;40.94;31.01;51.7;1
71.74;40.81;62.03;67.04;46.03;55.54;42.18;45.88;68.51;33.17;39.29;45.67;71.97;52.71;42.1;38.35;43.33;48.54;67.09;72.95;50.87;31.15;31.65;36.18;45.11;62.04;67.94;50.18;61.46;55.07;52.45;44.0;42.48;17.88;28.23;26.56;47.62;27.24;39.63;23.97;51.76;25.01;47.65;41.65;40.14;44.58;20.44;42.7;45.22;28.73;28.35;50.51;22.97;22.97;40.52;23.44;35.6;1
43.81;14.41;42.47;19.42;13.48;23.97;49.1;6.08;25.18;14.89;50.64;33.8;36.3;33.68;9.38;20.7;26.67;14.21;19.84;33.36;20.88;22.16;25.24;28.42;34.37;37.63;20.09;36.9;36.69;18.38;39.1;26.4;24.87;30.63;24.75;19.15;43.13;39.13;25.35;17.86;52.14;44.2;51.83;36.42;37.52;21.83;44.93;33.61;36.76;39.49;40.12;41.24;29.14;9.86;39.48;31.56;21.81;0
29.39;27.5;36.18;38.47;19.39;20.99;30.23;16.04;22.02;39.11;35.2;27.39;38.63;14.31;29.59;16.42;33.07;26.23;25.29;26.91;49.78;21.68;32.41;35.11;20.31;33.3;23.42;34.83;23.66;40.04;53.69;29.41;4.73;36.02;21.74;14.44;39.24;32.91;31.66;22.36;38.12;18.51;36.2;29.19;23.46;34.12;8.42;36.9;46.87;26.39;42.07;46.11;50.37;15.49;33.72;32.17;19.84;0
38.97;24.28;26.22;34.51;23.51;19.71;23.0;14.77;11.65;30.87;17.31;34.03;47.92;24.13;26.48;27.12;17.54;16.99;42.84;22.48;24.03;37.94;13.68;37.46;23.86;33.42;13.22;40.05;38.47;22.38;48.48;8.89;38.23;31.91;42.64;36.1;38.87;25.12;27.35;39.36;27.75;30.96;42.28;53.95;21.64;44.62;14.5;20.79;53.49;25.64;36.58;44.54;34.55;1.08;35.67;35.0;23.63;0
24.43;9.25;52.52;38.54;34.78;9.95;20.6;18.91;22.76;30.39;18.33;32.99;36.32;25.02;3.64;30.61;33.41;32.97;12.34;22.54;21.71;15.34;21.95;23.45;14.09;35.84;20.63;29.41;48.2;33.2;16.41;38.32;13.02;51.29;46.53;29.66;38.81;28.43;29.91;20.39;62.38;36.63;29.27;31.68;34.75;16.14;20.01;22.85;31.82;25.58;30.41;34.62;17.5;23.15;43.47;28.55;39.31;0
65.26;57.1;55.28;54.05;31.53;60.08;42.56;35.92;53.33;45.58;20.83;16.25;67.95;36.8;22.88;55.54;88.15;56.19;49.6;52.98;51.07;35.6;41.02;56.94;40.55;75.54;42.8;65.09;60.38;32.51;28.18;20.85;29.61;45.67;52.96;46.98;33.17;29.63;36.3;38.94;45.36;39.51;37.33;31.26;57.14;30.52;39.77;28.9;35.87;21.01;30.86;41.66;23.96;42.32;41.16;33.44;42.87;1
77.61;30.59;46.41;28.56;52.91;46.65;59.26;51.73;70.09;20.8;57.6;47.41;54.9;56.97;54.16;58.46;59.81;39.97;62.09;21.45;55.42;68.67;41.85;48.32;43.49;78.8;46.93;68.48;61.93;27.87;37.25;26.83;21.39;51.79;38.38;39.39;52.12;35.96;40.05;31.36;31.2;28.78;38.43;24.73;30.55;42.67;20.35;39.91;49.29;33.29;27.68;61.55;16.95;21.26;32.73;26.73;35.24;1
35.8;10.8;26.52;29.63;24.15;26.08;27.69;21.08;24.79;22.97;17.94;25.27;28.34;24.31;19.76;22.7;32.95;28.88;27.92;24.95;38.1;31.53;39.53;25.77;25.31;47.99;18.22;29.82;14.66;19.13;42.19;36.4;37.51;44.51;59.35;39.55;34.06;34.22;58.32;27.79;29.15;32.36;48.23;43.47;34.73;29.74;32.06;14.97;37.11;24.79;45.59;37.14;26.89;30.02;40.08;22.24;8.22;0
72.22;51.96;40.73;61.19;54.3;56.83;32.45;41.71;45.68;29.36;38.05;57.21;66.52;48.69;41.45;43.01;80.79;51.52;61.58;66.92;85.62;46.32;32.88;75.71;39.8;55.86;58.21;58.33;75.79;40.33;37.37;21.95;16.57;15.22;47.62;24.88;40.51;23.16;12.56;26.74;39.24;42.75;32.73;23.63;32.67;30.33;38.7;24.08;21.78;12.28;33.16;36.63;20.15;34.13;31.8;29.97;41.71;1
33.74;22.09;32.75;20.62;29.28;21.04;25.04;24.16;32.13;23.96;0.0;44.41;40.95;19.47;21.35;17.71;35.35;20.62;32.09;29.11;31.54;30.82;8.62;25.78;30.83;10.48;20.81;34.22;37.53;23.76;59.44;23.75;10.92;38.38;25.43;33.65;34.12;35.22;32.78;30.09;45.25;41.19;40.18;33.09;31.05;40.93;26.91;25.69;29.87;14.24;29.03;53.24;1.31;34.4;32.6;34.26;63.13;0
64.41;51.12;36.97;46.56;43.98;57.59;58.25;23.03;46.6;26.84;50.17;62.01;61.66;47.33;43.69;29.6;50.59;34.27;75.73;33.73;60.51;38.18;24.82;65.16;36.86;55.45;50.55;51.71;56.17;48.0;58.4;20.94;0.0;35.3;27.57;27.28;34.51;32.53;34.05;36.14;49.81;24.02;18.16;41.63;24.23;20.52;30.34;14.3;52.24;21.46;29.38;50.71;15.6;27.68;39.91;28.79;51.85;1
34.42;18.33;43.11;47.77;21.37;42.46;17.79;31.57;32.22;4.96;18.15;9.57;31.42;42.15;39.35;15.43;33.63;26.55;5.23;35.16;35.3;27.51;32.99;25.42;34.22;26.14;22.6;32.94;43.43;24.58;54.39;24.62;29.85;15.45;57.15;47.51;37.36;37.35;26.5;24.94;56.84;27.04;21.14;40.37;27.75;38.37;46.77;36.79;49.26;45.32;48.19;41.3;11.1;15.31;28.31;17.82;65.61;0
27.78;18.3;33.01;19.65;19.81;5.33;23.99;24.72;39.31;29.22;17.84;17.45;44.2;31.29;38.98;24.8;40.47;17.65;52.86;20.67;25.9;17.22;11.45;24.38;16.26;34.28;12.39;43.64;17.01;23.54;15.79;29.96;21.66;36.31;30.2;35.67;46.55;44.42;25.76;18.01;29.65;25.89;39.83;45.65;25.98;40.7;34.75;9.03;35.16;29.19;32.43;28.85;1.16;34.89;42.24;27.51;34.35;0
62.08;56.5;73.37;64.41;45.39;46.58;62.63;53.04;55.14;39.14;48.26;42.77;73.07;30.07;53.16;53.12;67.05;49.18;61.32;37.35;42.14;76.37;30.1;36.67;49.58;70.24;53.78;56.49;72.58;55.8;48.69;17.01;17.04;33.61;29.1;44.82;42.63;31.51;50.37;42.99;19.44;29.32;35.33;36.45;62.64;54.78;26.61;38.23;33.96;42.54;28.5;50.32;0.0;25.99;37.11;31.02;46.44;1
55.0;46.67;34.45;61.29;42.28;50.34;39.44;35.68;39.7;30.88;51.41;43.88;66.66;25.59;42.45;52.22;69.16;54.03;62.07;46.35;52.74;23.5;38.68;47.27;46.31;67.14;66.87;73.92;63.6;35.67;44.58;46.62;24.98;60.32;49.11;22.01;38.88;43.84;21.61;45.91;28.88;32.07;35.14;44.47;30.69;52.34;45.11;26.6;47.98;28.01;30.39;28.26;39.08;43.74;41.93;26.68;46.43;1
30.27;11.78;38.55;42.86;20.1;42.0;23.29;20.61;33.81;30.44;28.63;45.17;36.57;22.96;35.1;15.2;27.14;22.57;39.6;18.94;20.88;19.67;22.44;31.06;30.46;45.23;21.42;33.24;30.08;7.67;52.95;39.87;30.69;58.07;49.62;31.11;49.22;37.15;38.63;37.68;31.62;24.16;32.04;37.91;14.04;35.36;37.14;31.13;28.61;28.45;43.34;21.67;0.98;11.07;57.73;32.51;48.14;0
30.86;52.8;37.1;11.33;18.7;19.27;32.39;13.86;34.12;29.26;33.62;26.89;20.67;18.82;40.09;18.26;29.36;24.56;45.58;28.89;28.0;29.66;29.42;19.56;31.1;34.16;10.69;30.71;38.66;26.49;41.56;26.41;33.43;30.97;39.3;15.36;27.18;19.96;39.28;33.21;50.81;41.39;35.15;32.63;32.6;26.51;28.74;36.36;50.91;42.52;36.68;58.77;31.11;28.31;35.95;31.3;53.36;0
27.12;3.65;37.15;40.12;13.47;28.42;11.65;13.52;31.92;37.53;28.4;39.67;35.54;18.8;22.05;11.37;28.0;34.39;64.64;31.01;37.02;26.83;17.91;28.4;32.42;32.92;23.15;37.21;54.24;10.41;46.63;15.62;8.29;16.07;43.1;41.7;42.53;47.09;31.42;35.28;29.73;31.26;32.74;39.23;43.82;30.54;7.04;18.47;42.9;11.76;31.91;48.97;12.75;30.0;34.71;35.13;36.53;0
34.42;13.32;32.06;28.34;28.58;23.08;24.94;15.15;39.66;37.35;20.66;22.51;32.89;17.79;39.37;27.42;40.51;20.61;39.0;27.29;28.64;31.06;6.75;27.94;30.95;37.9;18.16;36.82;34.57;19.43;48.3;23.27;35.86;43.32;23.5;29.05;25.13;34.65;0.0;22.05;50.58;41.0;51.28;41.49;58.18;30.48;30.85;28.85;36.4;22.01;33.94;35.66;16.66;20.05;39.7;21.33;53.55;0
57.41;59.82;38.84;43.34;48.13;39.2;41.74;43.23;31.89;43.8;27.33;50.14;73.78;36.49;42.87;34.65;46.84;40.74;56.14;25.34;47.55;67.65;42.89;36.3;39.46;72.01;57.87;54.4;56.73;49.63;43.45;34.05;37.08;48.28;15.2;43.22;34.33;31.93;45.29;26.06;41.52;32.05;27.73;40.91;25.3;35.53;19.39;34.94;47.93;0.0;43.36;32.41;27.08;21.13;38.06;23.16;28.39;1
36.42;44.46;34.37;26.66;31.72;2.3;43.74;21.07;34.45;25.07;17.62;9.49;34.68;15.73;16.76;15.45;33.18;25.21;30.48;28.59;48.9;21.75;20.35;31.84;41.12;42.45;24.3;32.67;28.59;30.36;40.27;52.76;0.0;34.49;26.89;9.28;38.83;29.81;17.85;50.8;18.99;20.32;36.01;49.98;41.01;28.79;29.12;13.37;41.44;19.76;32.71;56.32;41.29;17.14;44.71;30.38;61.01;0
39.63;6.2;44.66;40.56;22.3;15.87;37.32;27.75;38.3;26.37;30.86;13.48;35.56;33.78;29.88;14.99;32.94;24.26;21.2;26.49;22.69;24.25;28.04;28.01;24.4;0.92;17.06;46.68;33.1;36.2;31.86;35.45;33.61;46.22;46.89;24.72;37.31;39.69;24.03;19.19;42.02;22.47;45.79;46.4;47.15;48.56;32.52;32.99;36.21;37.17;32.99;53.77;25.03;43.29;30.92;33.65;61.12;0
34.21;24.56;50.43;37.36;18.89;42.35;31.26;26.51;21.87;9.16;4.8;14.36;32.05;15.13;15.42;27.4;36.99;24.86;42.75;23.67;29.21;15.18;2.97;24.98;33.61;30.51;20.39;33.04;36.3;33.11;42.05;10.75;36.12;26.32;31.0;20.17;34.96;32.84;37.2;31.86;58.23;26.63;35.62;42.01;45.74;42.12;25.26;38.36;41.66;35.0;30.6;52.9;1.32;25.44;39.49;35.5;32.78;0
35.21;21.92;35.59;27.58;16.77;20.9;19.14;23.21;21.36;33.46;36.41;4.48;37.46;38.01;2.55;23.99;27.56;25.43;37.1;20.99;28.65;20.09;20.73;22.41;14.76;30.16;20.55;30.31;34.01;21.93;23.69;24.27;19.66;56.72;55.01;52.03;36.32;38.14;48.65;26.19;44.66;31.8;41.47;33.8;19.36;26.71;4.36;22.59;52.92;51.68;24.94;62.24;31.13;15.5;35.74;10.24;41.09;0
36.78;24.22;34.63;15.88;20.62;31.14;40.99;19.87;35.79;32.21;13.98;38.18;35.16;31.73;23.84;27.29;41.7;36.85;38.3;27.9;50.47;20.4;20.67;14.7;30.12;35.59;16.79;35.75;30.35;17.06;53.13;18.25;10.95;26.64;36.06;29.08;32.91;26.6;26.0;28.48;31.93;34.99;44.87;33.5;54.75;16.76;12.89;33.92;30.24;27.69;44.54;34.86;9.95;21.83;33.2;32.91;13.05;0
67.98;51.93;45.97;52.72;53.08;47.39;52.17;23.16;60.65;11.85;33.99;31.8;41.83;47.19;48.64;46.94;62.98;44.39;59.83;53.18;54.12;59.77;44.94;8.55;44.53;50.96;42.14;66.5;48.56;35.64;43.71;23.17;28.63;24.99;17.08;28.9;33.76;41.03;33.47;24.64;34.72;31.17;41.5;44.48;26.31;26.95;38.48;23.26;29.88;49.18;44.25;36.63;22.61;34.82;43.9;30.47;54.67;1
32.34;33.46;30.24;39.4;21.09;18.28;31.65;16.43;39.56;37.99;8.29;36.87;37.36;28.24;7.07;29.11;40.24;26.07;7.47;32.37;39.51;28.5;7.6;32.53;29.51;19.0;20.96;27.92;49.57;34.37;47.76;22.74;9.4;28.54;22.34;23.37;42.88;32.32;24.58;24.64;35.53;35.19;15.12;43.01;49.81;32.48;0.0;18.51;46.84;35.07;33.93;55.46;18.47;35.92;33.26;32.08;0.0;0
44.94;13.73;41.25;17.88;11.6;27.24;25.91;14.32;24.42;20.31;23.18;24.98;33.33;27.11;34.65;18.34;30.17;35.58;22.75;22.09;36.18;26.29;22.57;21.69;44.81;33.68;20.41;32.45;29.68;17.05;27.39;18.43;40.16;38.82;19.15;34.84;45.41;19.61;36.91;15.41;43.72;31.47;20.06;43.11;60.56;43.3;29.55;20.57;54.53;21.63;37.14;64.37;34.3;26.71;15.44;26.55;20.97;0
32.79;23.18;36.81;27.56;16.98;10.36;48.92;15.74;30.65;21.83;43.18;40.2;49.53;19.64;22.9;20.83;32.62;36.58;5.38;33.3;16.43;15.55;24.1;17.73;32.84;44.17;19.35;36.25;33.83;43.86;31.58;37.96;27.03;21.68;40.48;31.69;57.91;32.66;37.23;34.1;42.01;24.37;50.22;42.97;30.78;38.1;22.02;32.73;40.26;17.15;30.67;59.33;43.47;19.36;41.44;32.73;16.0;0
31.32;0.0;32.33;57.11;21.59;19.87;21.34;22.12;32.7;26.62;20.59;38.76;38.75;17.26;17.48;11.5;44.47;27.17;36.47;40.26;44.15;18.72;21.59;11.9;26.09;28.29;23.4;33.58;39.65;17.95;29.2;0.0;47.08;40.65;44.25;39.61;33.54;17.91;16.32;25.54;25.75;26.05;39.3;32.13;54.74;34.52;26.65;17.1;55.52;52.63;41.22;43.19;36.3;34.91;25.2;28.28;64.09;0
38.23;20.1;40.64;33.7;25.37;12.06;37.76;34.77;20.26;25.07;20.76;23.41;29.24;19.34;14.43;18.7;23.45;16.33;25.32;24.68;30.83;17.16;19.87;27.81;12.18;25.24;23.84;33.88;45.09;32.17;6.83;35.66;18.5;37.6;45.18;16.44;32.26;33.64;44.63;30.2;32.09;29.67;56.44;46.15;43.83;26.44;31.75;15.38;36.92;31.97;34.37;29.4;0.0;27.01;34.86;20.97;28.34;0
97.46;26.86;54.93;43.42;55.73;52.77;57.8;25.37;59.59;42.26;66.19;66.19;58.66;25.45;61.14;44.36;55.3;53.64;57.53;69.66;52.24;57.59;33.93;42.6;47.93;56.49;66.54;67.06;65.51;30.77;35.83;40.34;35.84;50.86;23.8;55.43;32.95;37.28;42.41;36.19;47.2;32.5;37.6;43.25;29.14;10.64;29.82;25.48;31.5;22.51;49.89;54.3;29.78;28.52;21.84;13.39;43.33;1
83.16;23.74;68.73;59.05;47.61;43.85;31.97;43.61;46.75;24.22;45.75;41.11;44.28;79.64;41.2;43.23;66.64;33.58;59.71;51.09;59.92;44.51;15.92;50.05;37.42;59.33;59.04;45.06;58.8;47.18;17.29;13.59;28.54;40.52;48.01;44.9;49.56;29.22;39.05;18.2;42.35;24.46;43.17;36.78;7.49;34.5;34.51;42.34;50.37;22.36;46.96;27.82;43.83;32.69;29.82;11.08;63.68;1
41.49;2.29;35.83;15.22;20.93;29.16;42.22;25.89;38.65;21.27;21.26;37.7;19.12;14.1;29.94;23.87;38.55;29.33;50.1;23.83;51.11;13.11;43.22;26.2;8.18;45.34;17.12;29.6;27.06;0.0;53.08;30.52;17.19;40.12;52.71;20.92;32.97;30.21;43.11;25.66;26.98;34.36;41.02;55.1;45.33;33.04;40.81;32.72;34.48;51.18;22.41;43.53;41.62;22.34;37.67;31.22;53.74;0
63.94;51.54;59.74;40.71;45.53;34.73;64.74;40.16;53.09;36.3;42.79;5.46;66.38;34.42;53.6;40.68;44.84;31.4;56.26;41.31;38.35;31.83;32.52;59.49;38.85;56.18;54.33;62.67;50.68;31.67;47.45;27.55;15.29;22.82;32.39;39.95;38.97;29.07;35.23;21.21;31.67;17.16;41.91;41.43;29.04;37.02;32.43;35.34;35.07;33.54;23.87;44.66;25.3;21.91;32.34;20.0;47.9;1
27.33;1.13;40.43;26.53;18.15;18.66;29.65;27.64;39.76;16.28;42.4;28.89;34.27;30.46;26.55;19.94;33.35;21.73;26.45;28.46;30.33;12.76;28.36;21.8;22.05;31.96;25.13;28.5;10.03;41.77;71.82;11.48;35.79;59.72;41.17;41.68;30.5;26.7;36.4;29.24;46.2;26.31;49.49;36.69;35.83;37.28;7.4;36.26;47.31;18.4;40.48;44.34;2.61;37.14;28.27;30.18;13.73;0
58.5;46.33;57.71;68.5;42.6;53.44;52.81;44.17;76.18;54.21;34.52;41.19;56.62;41.74;44.62;48.63;68.92;56.05;59.64;48.58;55.11;46.57;30.11;33.67;43.73;54.97;58.89;59.86;49.65;60.48;37.59;44.45;38.4;18.27;26.23;40.37;46.57;42.79;9.55;29.25;45.43;23.46;37.2;40.63;38.89;29.97;21.44;29.12;36.37;20.73;27.38;39.92;36.52;32.45;46.45;27.17;37.16;1
83.98;47.04;61.6;53.36;52.02;54.5;53.95;36.72;33.53;52.48;6.8;63.84;62.54;34.84;32.65;43.3;42.33;52.07;63.26;44.9;67.12;48.53;44.65;59.01;55.69;80.5;51.03;64.26;68.26;32.68;44.07;51.38;37.47;37.77;38.51;22.5;46.48;32.13;31.42;27.62;46.69;46.07;28.72;39.51;37.92;32.52;47.54;22.92;49.97;19.81;27.55;29.39;6.41;23.35;47.64;26.33;63.06;1
71.57;32.39;54.74;54.21;46.1;48.95;48.7;32.36;35.65;62.7;53.63;49.92;68.59;33.81;15.86;44.61;60.83;62.62;59.26;50.84;54.81;29.78;27.47;28.83;53.18;60.76;57.97;41.46;49.91;51.96;52.33;37.62;19.97;48.28;42.9;37.69;42.67;20.76;16.1;45.4;39.87;35.73;30.1;45.96;28.05;41.08;20.81;18.33;35.98;31.59;38.74;43.43;36.91;30.06;30.68;24.46;46.91;1
73.09;34.74;69.96;46.26;53.84;47.63;52.43;39.49;62.32;49.74;35.71;16.21;73.45;16.84;37.51;42.94;73.05;51.97;63.83;46.39;62.48;37.04;24.81;52.23;42.59;64.23;48.88;51.91;63.03;60.7;37.98;13.62;19.81;44.25;43.26;12.42;42.19;36.49;44.71;35.65;40.22;32.99;36.74;31.01;40.43;31.25;43.11;3.93;47.3;52.16;30.69;52.88;42.62;35.02;42.97;32.34;26.72;1
39.3;28.02;39.18;34.87;13.78;11.71;23.06;36.51;24.05;19.62;28.03;16.49;32.32;15.46;16.18;20.5;43.38;28.16;33.57;31.86;39.25;10.66;10.68;34.9;27.56;23.61;21.7;33.72;37.72;32.36;54.69;39.61;63.35;43.65;14.81;31.04;35.88;23.41;12.95;15.86;31.57;37.57;27.42;39.57;1.84;26.88;25.63;15.23;52.83;11.49;31.58;37.53;11.27;19.37;35.3;11.12;35.15;0
34.91;32.02;38.87;22.31;20.09;41.23;29.96;13.29;20.32;10.89;24.2;29.62;33.15;24.48;32.46;17.33;31.21;19.78;15.57;39.33;35.45;41.8;9.68;34.56;33.51;36.3;18.41;30.83;42.15;28.96;50.7;26.28;33.29;50.14;30.06;32.01;33.43;34.13;22.61;31.21;30.46;34.5;36.45;28.94;56.43;26.57;18.1;5.17;42.27;29.11;41.3;46.06;25.27;19.32;44.42;34.53;20.61;0
42.26;38.92;38.12;41.1;5.96;24.28;14.37;11.19;40.55;19.99;33.07;24.69;40.32;22.71;31.47;28.14;17.04;35.96;18.62;37.21;31.56;20.06;13.48;8.73;34.6;22.6;22.84;35.13;5.83;24.43;57.19;18.91;35.05;55.59;42.1;10.75;38.54;32.26;36.89;14.53;15.83;13.53;25.67;37.38;47.78;26.22;33.69;29.88;36.18;47.66;34.29;46.87;18.37;36.55;37.86;26.71;52.04;0
66.51;38.92;72.57;44.63;49.94;59.67;38.2;23.81;36.78;58.76;44.5;66.11;49.1;37.3;71.69;59.11;47.26;53.78;41.81;49.31;56.62;80.75;26.91;62.84;40.88;69.46;52.35;67.59;63.09;35.87;31.16;44.39;31.73;46.03;39.55;41.34;44.06;31.05;35.48;33.11;35.45;31.16;26.62;34.9;56.7;30.72;45.09;11.69;31.08;28.89;35.57;58.1;17.6;42.78;35.24;36.12;37.38;1
35.99;38.55;38.77;19.34;26.5;12.26;21.6;29.88;30.4;3.29;21.95;35.49;41.98;41.92;8.56;21.8;29.96;23.94;17.35;20.33;37.12;16.33;41.74;17.0;47.82;37.3;17.82;39.06;33.78;3.58;37.67;24.95;38.41;45.03;44.22;46.2;40.1;28.72;36.88;19.43;38.39;35.47;58.88;49.97;29.93;32.28;38.22;28.45;51.42;36.93;32.08;31.87;24.2;21.02;38.53;25.86;12.44;0
79.22;46.75;60.42;52.33;59.69;38.6;52.61;39.12;61.46;32.87;44.53;37.35;84.29;47.28;50.79;68.28;68.25;42.97;75.88;44.88;50.8;40.29;23.1;57.72;48.61;67.06;41.08;56.66;65.88;61.61;37.16;17.4;28.64;42.2;37.92;22.77;28.69;37.31;30.16;23.13;30.36;41.36;47.88;38.92;49.89;46.39;26.56;27.38;34.34;34.0;32.45;68.14;2.01;34.56;31.56;31.5;34.12;1
